Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved_0.3,BAAI_documents_retrieved_0.5,BAAI_documents_retrieved_0.7
What are the requirements for a centenarian resident of Quezon City to receive recognition and rewards from the city government?,Ano ang mga kinakailangang kondisyon para sa isang centenarian na residente ng Lungsod Quezon na makatanggap ng pagkilala at gantimpala mula sa pamahalaang lungsod?,"To receive recognition and rewards, centenarian residents of Quezon City must register at the Office of the Senior Citizens Affairs (OSCA) for proper identification and documentation, prove they are bona fide residents of Quezon City, and present proper and authentic documents. Upon meeting these conditions, the city government will grant each centenarian a cash incentive of Ten Thousand Pesos (P10,000.00).","SP-1986, S-2009",Operative,"[[""SP-1986, S-2009"", ""Operative"", 0.9610035419464111], [""SP-2370, S-2014"", ""Preamble"", 0.9167439937591553], [""SP-2370, S-2014"", ""Introduction"", 0.7350332736968994], [""SP-3041, S-2021"", ""Operative"", 0.5756396055221558], [""SP-2370, S-2014"", ""Operative"", 0.5121270418167114], [""SP-3299, S-2024"", ""Operative"", 0.4731138348579407]]","[[""SP-1986, S-2009"", ""Operative"", 0.9721453785896301], [""SP-2370, S-2014"", ""Preamble"", 0.8612399101257324], [""SP-2370, S-2014"", ""Introduction"", 0.7362737655639648], [""SP-2370, S-2014"", ""Operative"", 0.5125362873077393], [""SP-3041, S-2021"", ""Operative"", 0.4694616198539734], [""SP-3299, S-2024"", ""Operative"", 0.33793845772743225], [""SP-2544, S-2016"", ""Operative"", 0.3228382468223572]]","[[""SP-1986, S-2009"", ""Operative"", 0.9832872152328491], [""SP-2370, S-2014"", ""Preamble"", 0.8057359457015991], [""SP-2370, S-2014"", ""Introduction"", 0.7375142574310303], [""SP-2370, S-2014"", ""Operative"", 0.5129454731941223], [""SP-1986, S-2009"", ""Introduction"", 0.3838098645210266], [""SP-3041, S-2021"", ""Operative"", 0.37715643644332886]]"
What is the importance of establishing geriatric wards in hospitals as mentioned in the resolution?,Ano ang kahalagahan ng pagtatayo ng mga geriatrikong ward sa mga ospital gaya ng binanggit sa resolusyon?,"The resolution highlights the importance of establishing geriatric wards to provide specialized healthcare tailored to the needs of senior citizens due to their higher prevalence and incidence of diseases, and their requirement for long-term and constant care. Geriatric wards are intended to accommodate the unique health conditions and limitations of the elderly population, ensuring they receive appropriate medical attention without the necessity to navigate the general healthcare system, which may not be adequately equipped to handle the complex and chronic health issues of older individuals.","Sp-9056, S-2022",Operative,"[[""Sp-9056, S-2022"", ""Operative"", 1.0], [""Sp-9056, S-2022"", ""Introduction"", 0.6055757403373718], [""Sp-9056, S-2022"", ""Preamble"", 0.5509201884269714], [""SP-2598, S-2017"", ""Preamble"", 0.3568839132785797], [""SP-2834, S-2019"", ""Operative"", 0.32664182782173157], [""Sp-9056, S-2022"", ""Preamble"", 0.28697898983955383], [""SP-2598, S-2017"", ""Operative"", 0.23424789309501648]]","[[""Sp-9056, S-2022"", ""Operative"", 1.0], [""Sp-9056, S-2022"", ""Introduction"", 0.6937737464904785], [""Sp-9056, S-2022"", ""Preamble"", 0.6070462465286255], [""SP-2598, S-2017"", ""Preamble"", 0.4086817502975464], [""Sp-9056, S-2022"", ""Preamble"", 0.38163381814956665], [""SP-2598, S-2017"", ""Operative"", 0.301632821559906], [""SP-2541, S-2016"", ""Preamble"", 0.29575929045677185]]","[[""Sp-9056, S-2022"", ""Operative"", 1.0], [""Sp-9056, S-2022"", ""Introduction"", 0.7819716930389404], [""Sp-9056, S-2022"", ""Preamble"", 0.6631723642349243], [""SP-2598, S-2017"", ""Preamble"", 0.46047958731651306], [""SP-2541, S-2016"", ""Preamble"", 0.4140630066394806]]"
What happens if the Farmers Market does not fulfill the conditions of their market franchise?,Ano ang mangyayari kung hindi matupad ng Farmers Market ang mga kondisyon ng kanilang market franchise?,"If the Farmers Market does not fulfill the conditions of their market franchise or continues to violate the Revised Quezon City Market Code, the Quezon City Revenue Code, and other applicable laws, rules, and regulations, the franchise granted can be revoked or withdrawn by the City Government after due process is observed.","SP-9050, S-2022",Preamble,"[[""SP-9050, S-2022"", ""Operative"", 1.0], [""SP-9050, S-2022"", ""Preamble"", 0.9103179574012756], [""SP-3116, S-2022"", ""Operative"", 0.5612374544143677], [""SP-9050, S-2022"", ""Introduction"", 0.4590374529361725], [""SP-0983, S-2000"", ""Operative"", 0.3428906202316284], [""SP-0944, S-2000"", ""Preamble"", 0.32913443446159363]]","[[""SP-9050, S-2022"", ""Operative"", 1.0], [""SP-9050, S-2022"", ""Preamble"", 0.8508655428886414], [""SP-3116, S-2022"", ""Operative"", 0.5575121641159058], [""SP-9050, S-2022"", ""Introduction"", 0.4881577491760254], [""SP-0944, S-2000"", ""Preamble"", 0.36952143907546997], [""SP-0983, S-2000"", ""Introduction"", 0.3649124503135681]]","[[""SP-9050, S-2022"", ""Operative"", 1.0], [""SP-9050, S-2022"", ""Preamble"", 0.7914131283760071], [""SP-3116, S-2022"", ""Operative"", 0.5537868738174438], [""SP-9050, S-2022"", ""Introduction"", 0.5172780752182007], [""SP-0944, S-2000"", ""Preamble"", 0.4099084138870239], [""SP-0983, S-2000"", ""Introduction"", 0.4043046236038208]]"
"What are the potential implications for local governance when NGOs, POs, and CSOs become accredited partners with a local government unit?","Ano ang mga posibleng implikasyon para sa lokal na pamahalaan kapag ang mga NGO, PO, at CSO ay naging akreditadong kasosyo ng isang yunit ng lokal na pamahalaan?","When NGOs, POs, and CSOs become accredited partners with a local government unit, it allows these organizations to be directly involved in local governance processes. This accreditation means they can participate in local decision-making, contribute to the planning and implementation of local projects and programs, and become members of local special bodies (LSBs). Such involvement can enhance the effectiveness and responsiveness of local governance, as it integrates community-driven perspectives and resources into public administration.",SP-3372-S-2024,Preamble,"[[""SP-3372-S-2024"", ""Preamble"", 0.9824515581130981], [""SP-3372-S-2024"", ""Operative"", 0.6675039529800415], [""SP-3137, S-2022"", ""Preamble"", 0.5497691035270691], [""SP-3137, S-2022"", ""Operative"", 0.39506107568740845], [""SP-3157, S-2022"", ""Preamble"", 0.19464769959449768], [""SP-3010, S-2021"", ""Preamble"", 0.19350630044937134], [""SP-2641, S-2017"", ""Preamble"", 0.15811245143413544]]","[[""SP-3372-S-2024"", ""Preamble"", 0.9707525968551636], [""SP-3372-S-2024"", ""Operative"", 0.7522919178009033], [""SP-3137, S-2022"", ""Preamble"", 0.6472576260566711], [""SP-3137, S-2022"", ""Operative"", 0.5679007768630981], [""SP-3118, S-2022"", ""Uncategorized"", 0.18564985692501068], [""SP-3119, S-2022"", ""Preamble"", 0.15238089859485626], [""SP-3157, S-2022"", ""Preamble"", 0.14767612516880035]]","[[""SP-3372-S-2024"", ""Preamble"", 0.959053635597229], [""SP-3372-S-2024"", ""Operative"", 0.8370798230171204], [""SP-3137, S-2022"", ""Preamble"", 0.7447461485862732], [""SP-3137, S-2022"", ""Operative"", 0.7407404780387878], [""SP-3118, S-2022"", ""Uncategorized"", 0.2566998302936554], [""SP-3119, S-2022"", ""Preamble"", 0.20355314016342163], [""SP-3372-S-2024"", ""Introduction"", 0.1857501119375229]]"
What authority does the City Mayor have in relation to the ordinance protecting children against COVID-19 in Quezon City under the Alert Level 1 status?,Anong kapangyarihan ang mayroon ang City Mayor kaugnay ng ordinansa sa proteksyon ng mga bata laban sa COVID-19 sa Quezon City sa ilalim ng Alert Level 1 status?,"The City Mayor has the authority to restore the enforcement of the ordinance regarding the protection of children against COVID-19 by issuing a Memorandum, if necessary, according to the further guidelines or policies from relevant national government agencies or for health-related exigencies.","SP-3102, S-2022",Operative,"[[""SP-3102, S-2022"", ""Preamble"", 0.9853123426437378], [""SP-3076, S-2021"", ""Preamble"", 0.6259562969207764], [""SP-3102, S-2022"", ""Introduction"", 0.6154428720474243], [""SP-3078, S-2021"", ""Preamble"", 0.5471254587173462], [""SP-3103, S-2022"", ""Preamble"", 0.5378338098526001], [""SP-3061, S-2021"", ""Operative"", 0.5343480110168457], [""SP-9049, S-2022"", ""Preamble"", 0.5299211740493774]]","[[""SP-3102, S-2022"", ""Preamble"", 0.9755206108093262], [""SP-3102, S-2022"", ""Introduction"", 0.7253162860870361], [""SP-3076, S-2021"", ""Preamble"", 0.5973724126815796], [""SP-3061, S-2021"", ""Operative"", 0.5915693044662476], [""SP-3061, S-2021"", ""Introduction"", 0.4988647401332855], [""SP-3078, S-2021"", ""Preamble"", 0.4972607493400574], [""SP-9049, S-2022"", ""Preamble"", 0.47849240899086]]","[[""SP-3102, S-2022"", ""Preamble"", 0.9657288193702698], [""SP-3102, S-2022"", ""Introduction"", 0.8351897597312927], [""SP-3061, S-2021"", ""Introduction"", 0.6582295894622803], [""SP-3061, S-2021"", ""Operative"", 0.6487906575202942], [""SP-3076, S-2021"", ""Preamble"", 0.5687885284423828], [""SP-3025, S-2021"", ""Operative"", 0.5241972208023071], [""SP-3061, S-2021"", ""Preamble"", 0.5128427147865295]]"
What is the purpose of creating a committee to deliver the resolution and fetch the City Mayor for the 44th Regular Session?,Ano ang layunin ng paglikha ng komite upang ihatid ang resolusyon at sunduin ang Punong Lungsod para sa Ika-44 Regular na Sisyon?,"The purpose of creating a committee is to ensure that the resolution informing the City Mayor of the 44th Regular Session is personally delivered to her, and to escort her to the Carlos Albert Session Hall for her 2nd State of the City Address, ensuring her participation in this important event.","SP-8306, S-2020",Operative,"[[""SP-8306, S-2020"", ""Operative"", 0.9068996906280518], [""SP-8306, S-2020"", ""Introduction"", 0.7688887119293213], [""SP-8306, S-2020"", ""Preamble"", 0.4492974877357483], [""SP-9010, S-2022"", ""Operative"", 0.20792841911315918], [""SP-3044, S-2021"", ""Operative"", 0.16126058995723724], [""SP-9068, S-2022"", ""Operative"", 0.1429671198129654], [""SP-9011, S-2022"", ""Operative"", 0.1399589627981186]]","[[""SP-8306, S-2020"", ""Operative"", 0.8448328375816345], [""SP-8306, S-2020"", ""Introduction"", 0.8349205255508423], [""SP-8306, S-2020"", ""Preamble"", 0.3986755609512329], [""SP-9010, S-2022"", ""Operative"", 0.24461966753005981], [""SP-9011, S-2022"", ""Operative"", 0.14489147067070007], [""SP-8135, S-2020"", ""Operative"", 0.13886362314224243], [""SP-3044, S-2021"", ""Operative"", 0.11518613249063492]]","[[""SP-8306, S-2020"", ""Introduction"", 0.9009523391723633], [""SP-8306, S-2020"", ""Operative"", 0.7827659845352173], [""SP-8306, S-2020"", ""Preamble"", 0.3480536639690399], [""SP-9010, S-2022"", ""Operative"", 0.28131091594696045], [""SP-8135, S-2020"", ""Operative"", 0.1587532013654709], [""SP-9011, S-2022"", ""Operative"", 0.14982397854328156], [""SP-8135, S-2020"", ""Introduction"", 0.1473541110754013]]"
"What is the significance of declaring a ""Hygiene and Sanitation Week"" in Quezon City every 3rd week of March?","Ano ang kahalagahan ng pagdedeklara ng ""Hygiene and Sanitation Week"" sa Quezon City tuwing ikatlong linggo ng Marso?","Declaring a ""Hygiene and Sanitation Week"" in Quezon City every 3rd week of March aims to promote awareness about best health and hygiene practices, proper waste disposal, and regular disinfection operations. This initiative is intended to combat poverty and prevent disease outbreaks, such as COVID-19, by encouraging active participation among the city's inhabitants.","SP-3011, S-2021",Operative,"[[""SP-3011, S-2021"", ""Operative"", 0.9688779711723328], [""SP-3011, S-2021"", ""Introduction"", 0.8254793882369995], [""SP-3011, S-2021"", ""Preamble"", 0.8012101054191589], [""SP-3013, S-2021"", ""Preamble"", 0.2743282616138458], [""SP-3299, S-2024"", ""Operative"", 0.20325519144535065], [""SP-2244, S-2013"", ""Operative"", 0.1846504807472229], [""SP-2834, S-2019"", ""Operative"", 0.18171466886997223]]","[[""SP-3011, S-2021"", ""Operative"", 0.9481299519538879], [""SP-3011, S-2021"", ""Introduction"", 0.8753424286842346], [""SP-3011, S-2021"", ""Preamble"", 0.6841042041778564], [""SP-3013, S-2021"", ""Preamble"", 0.2573637366294861], [""SP-8565, S-2021"", ""Introduction"", 0.22249987721443176], [""SP-3166 S-2022"", ""Introduction"", 0.19935624301433563], [""SP-2834, S-2019"", ""Operative"", 0.1852416843175888]]","[[""SP-3011, S-2021"", ""Operative"", 0.9273819327354431], [""SP-3011, S-2021"", ""Introduction"", 0.9252054691314697], [""SP-3011, S-2021"", ""Preamble"", 0.5669982433319092], [""SP-3166 S-2022"", ""Introduction"", 0.2790987491607666], [""SP-8565, S-2021"", ""Introduction"", 0.2692849338054657], [""SP-3013, S-2021"", ""Preamble"", 0.24039922654628754], [""SP-2503, S-2016"", ""Introduction"", 0.23043279349803925]]"
What could be the potential impact on vendors and the public with the update of the Market Code in Quezon City?,Ano ang posibleng maging epekto sa mga nagtitinda at sa publiko ng pag-update ng Market Code sa Quezon City?,"The update of the Market Code in Quezon City aims to improve the facilities, management, and operation of public markets and related activities. This could result in enhanced safety, comfort, and convenience for both vendors and the buying public. Making the market more responsive to contemporary demands could also lead to a more accountable and efficient market operation, potentially benefitting all stakeholders involved.","SP-0944, S-2000",Preamble,"[[""SP-3116, S-2022"", ""Operative"", 0.9280115365982056], [""SP-9050, S-2022"", ""Preamble"", 0.685280442237854], [""SP-0944, S-2000"", ""Preamble"", 0.6544724702835083], [""SP-3116, S-2022"", ""Preamble"", 0.6404966711997986], [""SP-0983, S-2000"", ""Introduction"", 0.5653998851776123], [""SP-0944, S-2000"", ""Introduction"", 0.5045270919799805], [""SP-9050, S-2022"", ""Operative"", 0.5026830434799194]]","[[""SP-3116, S-2022"", ""Operative"", 0.8800191879272461], [""SP-9050, S-2022"", ""Preamble"", 0.7034293413162231], [""SP-0983, S-2000"", ""Introduction"", 0.6895713210105896], [""SP-3116, S-2022"", ""Preamble"", 0.6832878589630127], [""SP-0944, S-2000"", ""Preamble"", 0.6310420632362366], [""SP-0944, S-2000"", ""Introduction"", 0.6081013679504395], [""SP-9050, S-2022"", ""Operative"", 0.5193093419075012]]","[[""SP-3116, S-2022"", ""Operative"", 0.8320268988609314], [""SP-0983, S-2000"", ""Introduction"", 0.8137427568435669], [""SP-3116, S-2022"", ""Preamble"", 0.7260790467262268], [""SP-9050, S-2022"", ""Preamble"", 0.7215782999992371], [""SP-0944, S-2000"", ""Introduction"", 0.7116756439208984], [""SP-0944, S-2000"", ""Preamble"", 0.6076116561889648], [""SP-1520, S-2005"", ""Introduction"", 0.5941791534423828]]"
"What are the conditions under which wakes or ""burol"" can be held for non-COVID-19 related deaths according to the amended ordinance?",Ano ang mga kondisyon kung saan maaaring magkaroon ng burol para sa mga pagkamatay na hindi kaugnay ng COVID-19 ayon sa binagong ordinansa?,"For non-COVID-19 related deaths, the family can choose between burial or cremation. After cremation, or in the case of a non-COVID-19 death, the remains can be displayed for a wake or burol for a maximum of three days. The immediate family, defined as parents, children, and spouse, can attend the wake. If the wake is held at home, members of the household may also participate, subject to guidelines set by local authorities.","SP-3080, S-2021",Operative,"[[""SP-3080, S-2021"", ""Operative"", 1.0], [""SP-3080, S-2021"", ""Preamble"", 0.6315972805023193], [""SP-3080, S-2021"", ""Introduction"", 0.5178481936454773], [""SP-3078, S-2021"", ""Preamble"", 0.38134217262268066], [""SP-3026, S-2021"", ""Operative"", 0.3517864942550659], [""SP-3033, S-2021"", ""Preamble"", 0.34500640630722046], [""SP-3068, S-2021"", ""Preamble"", 0.3098302185535431]]","[[""SP-3080, S-2021"", ""Operative"", 1.0], [""SP-3080, S-2021"", ""Preamble"", 0.6568375825881958], [""SP-3080, S-2021"", ""Introduction"", 0.6516515612602234], [""SP-3078, S-2021"", ""Preamble"", 0.39445626735687256], [""SP-3026, S-2021"", ""Operative"", 0.3460211157798767], [""SP-3033, S-2021"", ""Preamble"", 0.3425236940383911], [""SP-3068, S-2021"", ""Preamble"", 0.3376878499984741]]","[[""SP-3080, S-2021"", ""Operative"", 1.0], [""SP-3080, S-2021"", ""Introduction"", 0.7854549884796143], [""SP-3080, S-2021"", ""Preamble"", 0.6820778250694275], [""SP-3061, S-2021"", ""Introduction"", 0.43981876969337463], [""SP-3078, S-2021"", ""Preamble"", 0.40757036209106445], [""SP-3029, S-2021"", ""Operative"", 0.38591259717941284], [""SP-3102, S-2022"", ""Preamble"", 0.378652423620224]]"
How does this ordinance seek to protect the employment rights of solo parents in the workplace?,Paano sinusubukan ng ordinansang ito na protektahan ang mga karapatan ng mga solong magulang sa kanilang trabaho?,"The ordinance protects the employment rights of solo parents by prohibiting employers from discriminating against solo parent employees regarding the terms and conditions of employment based on their status. It allows for flexible working schedules and promotes telecommuting options, ensuring these adjustments do not affect the individual's or the company's productivity. Employers can request exemptions due to meritorious reasons from the Department of Labor and Employment.","SP-3299, S-2024",Operative,"[[""SP-3299, S-2024"", ""Operative"", 0.982342004776001], [""SP-3299, S-2024"", ""Operative"", 0.9202547073364258], [""SP-3299, S-2024"", ""Preamble"", 0.774516224861145], [""SP-3299, S-2024"", ""Operative"", 0.6400129795074463]]","[[""SP-3299, S-2024"", ""Operative"", 0.9705700874328613], [""SP-3299, S-2024"", ""Operative"", 0.943039059638977], [""SP-3299, S-2024"", ""Preamble"", 0.7524224519729614], [""SP-3299, S-2024"", ""Operative"", 0.6301511526107788]]","[[""SP-3299, S-2024"", ""Operative"", 0.9658234119415283], [""SP-3299, S-2024"", ""Operative"", 0.9587981104850769], [""SP-3299, S-2024"", ""Preamble"", 0.7303286790847778], [""SP-3299, S-2024"", ""Operative"", 0.6210512518882751], [""SP-3299, S-2024"", ""Operative"", 0.6202894449234009]]"
What criteria must a resident of Quezon City meet to qualify for the Betty Go-Belmonte Research Grants Program?,Ano ang mga pamantayan na dapat matugunan ng isang residente ng Lungsod Quezon upang maging kwalipikado sa Betty Go-Belmonte Research Grants Program?,"To qualify for the Betty Go-Belmonte Research Grants Program, an applicant must be a Filipino citizen and resident of Quezon City, have an approved research, thesis, or dissertation proposal from their higher education institution, demonstrate leadership and exceptional performance, show enthusiasm for undergoing further training, and undertake research beneficial to the City.","SP-3174, S-2023",Operative,"[[""SP-3174, S-2023"", ""Operative"", 0.9681510925292969], [""SP-3174, S-2023"", ""Introduction"", 0.5714088082313538], [""SP-3174, S-2023"", ""Preamble"", 0.28376802802085876], [""SP-3107, S-2022"", ""Operative"", 0.18743950128555298], [""SP-3108, S-2022"", ""Operative"", 0.18502457439899445], [""SP-3129, S-2022"", ""Preamble"", 0.17447882890701294]]","[[""SP-3174, S-2023"", ""Operative"", 0.9469184279441833], [""SP-3174, S-2023"", ""Introduction"", 0.6938634514808655], [""SP-3108, S-2022"", ""Operative"", 0.22009390592575073], [""SP-3174, S-2023"", ""Preamble"", 0.202691450715065], [""SP-3129, S-2022"", ""Preamble"", 0.19318227469921112]]","[[""SP-3174, S-2023"", ""Operative"", 0.9256858229637146], [""SP-3174, S-2023"", ""Introduction"", 0.8163180351257324], [""SP-3108, S-2022"", ""Operative"", 0.2822261154651642], [""SP-3129, S-2022"", ""Introduction"", 0.23610691726207733], [""SP-8962, S-2022"", ""Introduction"", 0.22811062633991241]]"
What are the potential benefits for Quezon City residents of having a Unified Quezon City Identification Card?,Ano ang mga potensyal na benepisyo para sa mga residente ng Quezon City sa pagkakaroon ng Unified Quezon City Identification Card?,"The Unified Quezon City Identification Card provides several benefits to residents, such as serving as valid proof of identity, simplifying transactions with private and public institutions, and enabling easier access to city services. It also helps the city maintain a complete and accurate database of constituents, facilitating more efficient delivery of social services and emergency relief operations. Additionally, cardholders can enjoy services such as free city bus transportation and participate in various social service programs.","SP-3041, S-2021",Preamble,"[[""SP-3041, S-2021"", ""Preamble"", 0.9088786840438843], [""SP-3041, S-2021"", ""Operative"", 0.8985413908958435], [""SP-3041, S-2021"", ""Introduction"", 0.3473256230354309], [""SP-3299, S-2024"", ""Operative"", 0.3341839909553528]]","[[""SP-3041, S-2021"", ""Preamble"", 0.9349133372306824], [""SP-3041, S-2021"", ""Operative"", 0.8309023380279541], [""SP-3041, S-2021"", ""Introduction"", 0.398496150970459], [""SP-3299, S-2024"", ""Operative"", 0.23870286345481873]]","[[""SP-3041, S-2021"", ""Preamble"", 0.9609479904174805], [""SP-3041, S-2021"", ""Operative"", 0.7632632255554199], [""SP-3041, S-2021"", ""Introduction"", 0.44966667890548706], [""SP-2598, S-2017"", ""Preamble"", 0.16006864607334137]]"
What will happen to the assets and personnel of the Holy Spirit National High School-Annex after it becomes an independent high school?,Ano ang mangyayari sa mga ari-arian at tauhan ng Holy Spirit National High School-Annex kapag ito ay naging isang independiyenteng mataas na paaralan?,"All assets, real and personal, personnel, and records of the Holy Spirit National High School-Annex will be transferred to the separate and independent high school upon the effectivity of the Ordinance. All plantilla positions will be retained, ensuring the rights and security of tenure of teachers and personnel under existing laws and regulations.","SP-3035, S-2021",Operative,"[[""SP-3035, S-2021"", ""Operative"", 1.0], [""SP-3035, S-2021"", ""Preamble"", 0.9513010382652283], [""SP-3072, S-2021"", ""Operative"", 0.6783419847488403], [""SP-3072, S-2021"", ""Preamble"", 0.6688077449798584], [""SP-3035, S-2021"", ""Introduction"", 0.5924090147018433], [""SP-3072, S-2021"", ""Introduction"", 0.4948459565639496], [""SP-2834, S-2019"", ""Operative"", 0.30209609866142273]]","[[""SP-3035, S-2021"", ""Operative"", 1.0], [""SP-3035, S-2021"", ""Preamble"", 0.9191356897354126], [""SP-3072, S-2021"", ""Operative"", 0.7475152015686035], [""SP-3035, S-2021"", ""Introduction"", 0.6895590424537659], [""SP-3072, S-2021"", ""Preamble"", 0.6625909805297852], [""SP-3072, S-2021"", ""Introduction"", 0.5600487589836121], [""SP-2834, S-2019"", ""Operative"", 0.27560490369796753]]","[[""SP-3035, S-2021"", ""Operative"", 1.0], [""SP-3035, S-2021"", ""Preamble"", 0.8869703412055969], [""SP-3072, S-2021"", ""Operative"", 0.8166884183883667], [""SP-3035, S-2021"", ""Introduction"", 0.7867091298103333], [""SP-3072, S-2021"", ""Preamble"", 0.6563743352890015], [""SP-3072, S-2021"", ""Introduction"", 0.6252515912055969], [""SP-3111, S-2022"", ""Operative"", 0.30149078369140625]]"
What is the significance of Quezon City University's Institutional Recognition in relation to its ability to operate and access resources?,Ano ang kahalagahan ng Institutional Recognition ng Quezon City University kaugnay ng kakayahan nitong mag-operate at maka-access ng mga pinagkukunan?,"The Institutional Recognition is a requirement for all Local Universities and Colleges, like Quezon City University, to comply in order to operate as a university and avail of programs and resources offered by the Commission on Higher Education. This recognition is crucial for the university's functioning and ability to leverage available educational support and resources.","SP-2997, S-2021",Operative,"[[""SP-2997, S-2021"", ""Operative"", 1.0], [""SP-2997, S-2021"", ""Preamble"", 0.8307109475135803], [""SP-3119, S-2022"", ""Preamble"", 0.2877775728702545], [""SP-2445, S-2015"", ""Preamble"", 0.2716797888278961], [""SP-3174, S-2023"", ""Operative"", 0.25566744804382324]]","[[""SP-2997, S-2021"", ""Operative"", 1.0], [""SP-2997, S-2021"", ""Preamble"", 0.7888063788414001], [""SP-3174, S-2023"", ""Operative"", 0.4163443148136139], [""SP-3129, S-2022"", ""Preamble"", 0.31077513098716736], [""SP-3119, S-2022"", ""Preamble"", 0.3018038272857666]]","[[""SP-2997, S-2021"", ""Operative"", 1.0], [""SP-2997, S-2021"", ""Preamble"", 0.74690181016922], [""SP-3174, S-2023"", ""Operative"", 0.5770211219787598], [""SP-3129, S-2022"", ""Preamble"", 0.4063323140144348], [""SP-2997, S-2021"", ""Introduction"", 0.3350815773010254]]"
What is the significance of amending the resolution to authorize the new City Mayor to acquire the land for the housing project?,Ano ang kahalagahan ng pag-amyenda ng resolusyon para bigyang kapangyarihan ang bagong Punong Lungsod na makuha ang lupa para sa proyekto ng pabahay?,"The amendment of the resolution is significant because it transfers the authority to negotiate and acquire the land for the socialized housing project from the former City Mayor to the current City Mayor. This change is necessary to ensure that the acquisition process can continue under the leadership of the new mayor and the intended beneficiaries, the informal settler families, can eventually benefit from the project.","SP-8135, S-2020",Operative,"[[""SP-8135, S-2020"", ""Preamble"", 0.911292314529419], [""SP-8135, S-2020"", ""Introduction"", 0.8912372589111328], [""SP-9074, S-2022"", ""Operative"", 0.8199292421340942], [""SP-8135, S-2020"", ""Operative"", 0.8124923706054688], [""SP-9070, S-2022"", ""Operative"", 0.7730290293693542], [""SP-9072, S-2022"", ""Operative"", 0.7705917358398438], [""SP-9073, S-2022"", ""Operative"", 0.7590150237083435]]","[[""SP-8135, S-2020"", ""Introduction"", 0.922312319278717], [""SP-8135, S-2020"", ""Preamble"", 0.8658204078674316], [""SP-8135, S-2020"", ""Operative"", 0.8252217769622803], [""SP-9074, S-2022"", ""Operative"", 0.6998820304870605], [""SP-9072, S-2022"", ""Operative"", 0.6844449043273926], [""SP-9070, S-2022"", ""Operative"", 0.6785895228385925], [""SP-9073, S-2022"", ""Operative"", 0.670840322971344]]","[[""SP-8135, S-2020"", ""Introduction"", 0.9533873796463013], [""SP-8135, S-2020"", ""Operative"", 0.837951123714447], [""SP-8135, S-2020"", ""Preamble"", 0.8203485012054443], [""SP-9072, S-2022"", ""Operative"", 0.5982980132102966], [""SP-9070, S-2022"", ""Operative"", 0.584149956703186], [""SP-9073, S-2022"", ""Operative"", 0.5826656222343445], [""SP-9074, S-2022"", ""Operative"", 0.5798348784446716]]"
What are the requirements for artists who want to paint on the designated art expression walls in Quezon City?,Ano ang mga kinakailangan para sa mga artist na nais magpinta sa designated art expression walls sa Lungsod ng Quezon?,"Artists interested in painting on the designated art expression walls must first coordinate with the Barangay where the wall is located to schedule their activities. They must also use non-toxic, lead-free paint. Their artwork can remain on the wall for a maximum period of 3 months, and no political artworks are allowed during election periods.","SP-3148, S-2022",Operative,"[[""SP-3148, S-2022"", ""Operative"", 1.0], [""SP-3148, S-2022"", ""Preamble"", 0.808043897151947], [""SP-3148, S-2022"", ""Introduction"", 0.2999754548072815], [""SP-3233, S-2023"", ""Operative"", 0.15331889688968658], [""SP-1189, S-2002"", ""Operative"", 0.11029184609651566], [""SP-3044, S-2021"", ""Operative"", 0.10859865695238113], [""SP-1189, S-2002"", ""Operative"", 0.10726179927587509]]","[[""SP-3148, S-2022"", ""Operative"", 1.0], [""SP-3148, S-2022"", ""Preamble"", 0.8233978748321533], [""SP-3148, S-2022"", ""Introduction"", 0.42320677638053894], [""SP-1189, S-2002"", ""Operative"", 0.17876966297626495], [""SP-3044, S-2021"", ""Operative"", 0.17531505227088928], [""SP-3044, S-2021"", ""Introduction"", 0.1524766981601715], [""SP-3108, S-2022"", ""Operative"", 0.14389337599277496]]","[[""SP-3148, S-2022"", ""Operative"", 1.0], [""SP-3148, S-2022"", ""Preamble"", 0.8387517929077148], [""SP-3148, S-2022"", ""Introduction"", 0.5464380979537964], [""SP-1189, S-2002"", ""Operative"", 0.2502775192260742], [""SP-3044, S-2021"", ""Operative"", 0.24203146994113922], [""SP-3044, S-2021"", ""Introduction"", 0.21346737444400787], [""SP-3108, S-2022"", ""Operative"", 0.19944046437740326]]"
