Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved,snowflake_documents_retrieved,multilingual_documents_retrieved
What are the requirements for a centenarian resident of Quezon City to receive recognition and rewards from the city government?,Ano ang mga kinakailangang kondisyon para sa isang centenarian na residente ng Lungsod Quezon na makatanggap ng pagkilala at gantimpala mula sa pamahalaang lungsod?,"To receive recognition and rewards, centenarian residents of Quezon City must register at the Office of the Senior Citizens Affairs (OSCA) for proper identification and documentation, prove they are bona fide residents of Quezon City, and present proper and authentic documents. Upon meeting these conditions, the city government will grant each centenarian a cash incentive of Ten Thousand Pesos (P10,000.00).","SP-1986, S-2009",Operative,"[[""SP-1986, S-2009"", ""Operative"", 0.9722362160682678], [""SP-2370, S-2014"", ""Preamble"", 0.8540493249893188], [""SP-2370, S-2014"", ""Introduction"", 0.7231780886650085], [""SP-2370, S-2014"", ""Operative"", 0.5263417959213257], [""SP-3041, S-2021"", ""Operative"", 0.47382646799087524], [""SP-3299, S-2024"", ""Operative"", 0.3384668529033661], [""SP-1986, S-2009"", ""Preamble"", 0.3337521553039551]]","[[""SP-2370, S-2014"", ""Introduction"", 0.7367347478866577], [""SP-2370, S-2014"", ""Preamble"", 0.7219167947769165], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-1986, S-2009"", ""Operative"", 0.47219428420066833], [""SP-1986, S-2009"", ""Introduction"", 0.46013280749320984], [""SP-1986, S-2009"", ""Preamble"", 0.4595358371734619], [""SP-3041, S-2021"", ""Preamble"", 0.4341655671596527]]","[[""SP-3114, S-2022"", ""Operative"", 0.5264042615890503], [""SP-1986, S-2009"", ""Operative"", 0.5234555602073669], [""SP-2370, S-2014"", ""Operative"", 0.5], [""SP-8971, S-2022"", ""Preamble"", 0.45429080724716187], [""SP-2370, S-2014"", ""Introduction"", 0.44727468490600586], [""SP-2370, S-2014"", ""Preamble"", 0.3917730450630188], [""SP-1986, S-2009"", ""Preamble"", 0.35863858461380005]]"
What is the importance of establishing geriatric wards in hospitals as mentioned in the resolution?,Ano ang kahalagahan ng pagtatayo ng mga geriatrikong ward sa mga ospital gaya ng binanggit sa resolusyon?,"The resolution highlights the importance of establishing geriatric wards to provide specialized healthcare tailored to the needs of senior citizens due to their higher prevalence and incidence of diseases, and their requirement for long-term and constant care. Geriatric wards are intended to accommodate the unique health conditions and limitations of the elderly population, ensuring they receive appropriate medical attention without the necessity to navigate the general healthcare system, which may not be adequately equipped to handle the complex and chronic health issues of older individuals.","Sp-9056, S-2022",Operative,"[[""Sp-9056, S-2022"", ""Operative"", 1.0], [""Sp-9056, S-2022"", ""Introduction"", 0.6649404168128967], [""Sp-9056, S-2022"", ""Preamble"", 0.575717568397522], [""SP-2598, S-2017"", ""Preamble"", 0.40715891122817993], [""Sp-9056, S-2022"", ""Preamble"", 0.3721591532230377], [""SP-2541, S-2016"", ""Preamble"", 0.2955407500267029]]","[[""Sp-9056, S-2022"", ""Operative"", 0.748789370059967], [""SP-2445, S-2015"", ""Preamble"", 0.5], [""Sp-9056, S-2022"", ""Introduction"", 0.48258787393569946], [""SP-3166 S-2022"", ""Preamble"", 0.43048903346061707], [""SP-8990, S-2022"", ""Introduction"", 0.40867117047309875], [""Sp-9056, S-2022"", ""Preamble"", 0.3657627999782562], [""SP-1189, S-2002"", ""Introduction"", 0.3524489104747772]]","[[""SP-3011, S-2021"", ""Operative"", 0.5], [""Sp-9056, S-2022"", ""Operative"", 0.5], [""Sp-9056, S-2022"", ""Preamble"", 0.4123522639274597], [""SP-3114, S-2022"", ""Operative"", 0.38840243220329285], [""Sp-9056, S-2022"", ""Introduction"", 0.3710777759552002], [""SP-3114, S-2022"", ""Operative"", 0.36074310541152954], [""SP-8971, S-2022"", ""Preamble"", 0.3439868688583374]]"
What happens if the Farmers Market does not fulfill the conditions of their market franchise?,Ano ang mangyayari kung hindi matupad ng Farmers Market ang mga kondisyon ng kanilang market franchise?,"If the Farmers Market does not fulfill the conditions of their market franchise or continues to violate the Revised Quezon City Market Code, the Quezon City Revenue Code, and other applicable laws, rules, and regulations, the franchise granted can be revoked or withdrawn by the City Government after due process is observed.","SP-9050, S-2022",Preamble,"[[""SP-9050, S-2022"", ""Operative"", 0.9661186933517456], [""SP-9050, S-2022"", ""Preamble"", 0.8545675277709961], [""SP-3116, S-2022"", ""Operative"", 0.5812561511993408], [""SP-9050, S-2022"", ""Introduction"", 0.5076193809509277], [""SP-0944, S-2000"", ""Preamble"", 0.39850592613220215], [""SP-0983, S-2000"", ""Introduction"", 0.3855060935020447]]","[[""SP-9050, S-2022"", ""Preamble"", 0.5237218737602234], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-9050, S-2022"", ""Operative"", 0.46610233187675476], [""SP-2445, S-2015"", ""Preamble"", 0.4224025309085846], [""SP-3116, S-2022"", ""Preamble"", 0.4213884472846985], [""SP-3165 S-2022"", ""Introduction"", 0.4198603332042694], [""SP-8990, S-2022"", ""Introduction"", 0.38515928387641907]]","[[""SP-9050, S-2022"", ""Operative"", 1.0], [""SP-9050, S-2022"", ""Preamble"", 0.9481915235519409], [""SP-3165 S-2022"", ""Introduction"", 0.4849685728549957], [""SP-3116, S-2022"", ""Preamble"", 0.4674256443977356], [""SP-9050, S-2022"", ""Introduction"", 0.42932769656181335], [""SP-2522, S-2016"", ""Operative"", 0.413372665643692], [""SP-3161, S-2022"", ""Operative"", 0.3990621268749237]]"
"What are the potential implications for local governance when NGOs, POs, and CSOs become accredited partners with a local government unit?","Ano ang mga posibleng implikasyon para sa lokal na pamahalaan kapag ang mga NGO, PO, at CSO ay naging akreditadong kasosyo ng isang yunit ng lokal na pamahalaan?","When NGOs, POs, and CSOs become accredited partners with a local government unit, it allows these organizations to be directly involved in local governance processes. This accreditation means they can participate in local decision-making, contribute to the planning and implementation of local projects and programs, and become members of local special bodies (LSBs). Such involvement can enhance the effectiveness and responsiveness of local governance, as it integrates community-driven perspectives and resources into public administration.",SP-3372-S-2024,Preamble,"[[""SP-3372-S-2024"", ""Preamble"", 0.9811491370201111], [""SP-3372-S-2024"", ""Operative"", 0.6962629556655884], [""SP-3137, S-2022"", ""Preamble"", 0.6877514719963074], [""SP-3137, S-2022"", ""Operative"", 0.5671715140342712], [""SP-2831, S-2019"", ""Preamble"", 0.1868770867586136], [""SP-3119, S-2022"", ""Preamble"", 0.1458572894334793], [""SP-9075, S-2022"", ""Preamble"", 0.14421223104000092]]","[[""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3372-S-2024"", ""Preamble"", 0.5], [""SP-2445, S-2015"", ""Preamble"", 0.4360100030899048], [""SP-3165 S-2022"", ""Introduction"", 0.3534854054450989], [""SP-8990, S-2022"", ""Introduction"", 0.3414895832538605], [""SP-2503, S-2016"", ""Preamble"", 0.3135150372982025], [""SP-3137, S-2022"", ""Preamble"", 0.2895539700984955]]","[[""SP-3137, S-2022"", ""Preamble"", 1.0], [""SP-3137, S-2022"", ""Operative"", 0.5732614994049072], [""SP-3011, S-2021"", ""Operative"", 0.3710220456123352], [""SP-8971, S-2022"", ""Preamble"", 0.34859707951545715], [""SP-3098, S-2022"", ""Preamble"", 0.2979053556919098], [""SP-8962, S-2022"", ""Operative"", 0.2957611680030823]]"
What authority does the City Mayor have in relation to the ordinance protecting children against COVID-19 in Quezon City under the Alert Level 1 status?,Anong kapangyarihan ang mayroon ang City Mayor kaugnay ng ordinansa sa proteksyon ng mga bata laban sa COVID-19 sa Quezon City sa ilalim ng Alert Level 1 status?,"The City Mayor has the authority to restore the enforcement of the ordinance regarding the protection of children against COVID-19 by issuing a Memorandum, if necessary, according to the further guidelines or policies from relevant national government agencies or for health-related exigencies.","SP-3102, S-2022",Operative,"[[""SP-3102, S-2022"", ""Preamble"", 1.0], [""SP-3102, S-2022"", ""Introduction"", 0.6517964601516724], [""SP-3076, S-2021"", ""Preamble"", 0.5576606392860413], [""SP-9049, S-2022"", ""Preamble"", 0.551967442035675], [""SP-3061, S-2021"", ""Operative"", 0.4904898703098297], [""SP-3078, S-2021"", ""Preamble"", 0.4870220124721527], [""SP-3103, S-2022"", ""Preamble"", 0.4314877688884735]]","[[""SP-3102, S-2022"", ""Preamble"", 0.9468612670898438], [""SP-9049, S-2022"", ""Preamble"", 0.6653310060501099], [""SP-3102, S-2022"", ""Introduction"", 0.6483926177024841], [""SP-3076, S-2021"", ""Preamble"", 0.5148123502731323], [""SP-3025, S-2021"", ""Preamble"", 0.5002464056015015], [""SP-3165 S-2022"", ""Introduction"", 0.5]]","[[""SP-3102, S-2022"", ""Preamble"", 0.7696471214294434], [""SP-3102, S-2022"", ""Introduction"", 0.5175560712814331], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3078, S-2021"", ""Preamble"", 0.40503329038619995], [""SP-8971, S-2022"", ""Preamble"", 0.4047466218471527], [""SP-3061, S-2021"", ""Operative"", 0.39824265241622925], [""SP-3102, S-2022"", ""Operative"", 0.3835274279117584]]"
What is the purpose of creating a committee to deliver the resolution and fetch the City Mayor for the 44th Regular Session?,Ano ang layunin ng paglikha ng komite upang ihatid ang resolusyon at sunduin ang Punong Lungsod para sa Ika-44 Regular na Sisyon?,"The purpose of creating a committee is to ensure that the resolution informing the City Mayor of the 44th Regular Session is personally delivered to her, and to escort her to the Carlos Albert Session Hall for her 2nd State of the City Address, ensuring her participation in this important event.","SP-8306, S-2020",Operative,"[[""SP-8306, S-2020"", ""Operative"", 0.9430594444274902], [""SP-8306, S-2020"", ""Introduction"", 0.8375250101089478], [""SP-8306, S-2020"", ""Preamble"", 0.656287431716919], [""SP-9010, S-2022"", ""Operative"", 0.3926123082637787], [""SP-9068, S-2022"", ""Operative"", 0.349277526140213], [""SP-9011, S-2022"", ""Operative"", 0.3017151951789856], [""SP-7117, S-2017"", ""Operative"", 0.2438831925392151]]","[[""SP-8306, S-2020"", ""Introduction"", 0.5728259086608887], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-8306, S-2020"", ""Operative"", 0.5], [""SP-8990, S-2022"", ""Introduction"", 0.4484233856201172], [""SP-8306, S-2020"", ""Preamble"", 0.3934400975704193], [""SP-1189, S-2002"", ""Introduction"", 0.316952109336853], [""SP-3018, S-2021"", ""Uncategorized"", 0.30003562569618225]]","[[""SP-8306, S-2020"", ""Operative"", 0.5174853801727295], [""SP-8971, S-2022"", ""Preamble"", 0.5], [""SP-8306, S-2020"", ""Introduction"", 0.4450269043445587], [""SP-3114, S-2022"", ""Operative"", 0.32738569378852844], [""SP-8999, S-2022"", ""Operative"", 0.3127421438694], [""SP-9010, S-2022"", ""Operative"", 0.28671252727508545], [""SP-8569, S-2021"", ""Operative"", 0.2710520625114441]]"
"What is the significance of declaring a ""Hygiene and Sanitation Week"" in Quezon City every 3rd week of March?","Ano ang kahalagahan ng pagdedeklara ng ""Hygiene and Sanitation Week"" sa Quezon City tuwing ikatlong linggo ng Marso?","Declaring a ""Hygiene and Sanitation Week"" in Quezon City every 3rd week of March aims to promote awareness about best health and hygiene practices, proper waste disposal, and regular disinfection operations. This initiative is intended to combat poverty and prevent disease outbreaks, such as COVID-19, by encouraging active participation among the city's inhabitants.","SP-3011, S-2021",Operative,"[[""SP-3011, S-2021"", ""Operative"", 0.8998883366584778], [""SP-3011, S-2021"", ""Introduction"", 0.864003598690033], [""SP-3011, S-2021"", ""Preamble"", 0.6873103976249695], [""SP-2503, S-2016"", ""Preamble"", 0.2144058346748352], [""SP-8565, S-2021"", ""Introduction"", 0.212545245885849], [""SP-8565, S-2021"", ""Operative"", 0.1707896739244461], [""SP-3166 S-2022"", ""Introduction"", 0.15862110257148743]]","[[""SP-3011, S-2021"", ""Preamble"", 0.9082989692687988], [""SP-3011, S-2021"", ""Introduction"", 0.8272056579589844], [""SP-3165 S-2022"", ""Introduction"", 0.6089951992034912], [""SP-3011, S-2021"", ""Operative"", 0.512798011302948], [""SP-2503, S-2016"", ""Preamble"", 0.45920270681381226], [""SP-2445, S-2015"", ""Preamble"", 0.45586541295051575], [""SP-0944, S-2000"", ""Operative"", 0.4063517451286316]]","[[""SP-3011, S-2021"", ""Operative"", 0.9731324911117554], [""SP-3011, S-2021"", ""Introduction"", 0.6618131399154663], [""SP-3011, S-2021"", ""Preamble"", 0.6058622598648071], [""SP-3099, S-2022"", ""Operative"", 0.27240443229675293], [""SP-8971, S-2022"", ""Preamble"", 0.2372816950082779], [""SP-3114, S-2022"", ""Operative"", 0.2261650711297989], [""SP-8565, S-2021"", ""Operative"", 0.2259877622127533]]"
What could be the potential impact on vendors and the public with the update of the Market Code in Quezon City?,Ano ang posibleng maging epekto sa mga nagtitinda at sa publiko ng pag-update ng Market Code sa Quezon City?,"The update of the Market Code in Quezon City aims to improve the facilities, management, and operation of public markets and related activities. This could result in enhanced safety, comfort, and convenience for both vendors and the buying public. Making the market more responsive to contemporary demands could also lead to a more accountable and efficient market operation, potentially benefitting all stakeholders involved.","SP-0944, S-2000",Preamble,"[[""SP-3116, S-2022"", ""Operative"", 0.8692471981048584], [""SP-9050, S-2022"", ""Preamble"", 0.7070269584655762], [""SP-0983, S-2000"", ""Introduction"", 0.6934031248092651], [""SP-3116, S-2022"", ""Preamble"", 0.6875479817390442], [""SP-0944, S-2000"", ""Preamble"", 0.6740877628326416], [""SP-0944, S-2000"", ""Introduction"", 0.6366467475891113], [""SP-1520, S-2005"", ""Introduction"", 0.491715669631958]]","[[""SP-3116, S-2022"", ""Preamble"", 0.7824866771697998], [""SP-0944, S-2000"", ""Introduction"", 0.5971485376358032], [""SP-3116, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-1520, S-2005"", ""Introduction"", 0.4446326792240143], [""SP-0944, S-2000"", ""Preamble"", 0.4392131268978119], [""SP-3116, S-2022"", ""Introduction"", 0.41951167583465576]]","[[""SP-3116, S-2022"", ""Preamble"", 0.6397478580474854], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3116, S-2022"", ""Operative"", 0.4681757688522339], [""SP-0944, S-2000"", ""Introduction"", 0.4592546224594116], [""SP-2373, S-2014"", ""Preamble"", 0.4580923020839691], [""SP-0983, S-2000"", ""Introduction"", 0.4555889666080475]]"
"What are the conditions under which wakes or ""burol"" can be held for non-COVID-19 related deaths according to the amended ordinance?",Ano ang mga kondisyon kung saan maaaring magkaroon ng burol para sa mga pagkamatay na hindi kaugnay ng COVID-19 ayon sa binagong ordinansa?,"For non-COVID-19 related deaths, the family can choose between burial or cremation. After cremation, or in the case of a non-COVID-19 death, the remains can be displayed for a wake or burol for a maximum of three days. The immediate family, defined as parents, children, and spouse, can attend the wake. If the wake is held at home, members of the household may also participate, subject to guidelines set by local authorities.","SP-3080, S-2021",Operative,"[[""SP-3080, S-2021"", ""Operative"", 1.0], [""SP-3080, S-2021"", ""Preamble"", 0.492867112159729], [""SP-3078, S-2021"", ""Preamble"", 0.4505555331707001], [""SP-3080, S-2021"", ""Introduction"", 0.4204254150390625], [""SP-3068, S-2021"", ""Preamble"", 0.41447609663009644], [""SP-3102, S-2022"", ""Preamble"", 0.4053490161895752], [""SP-3026, S-2021"", ""Operative"", 0.38851022720336914]]","[[""SP-3080, S-2021"", ""Operative"", 0.5], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.47539520263671875], [""SP-3080, S-2021"", ""Preamble"", 0.4406811594963074], [""SP-2445, S-2015"", ""Preamble"", 0.3351779580116272], [""SP-8990, S-2022"", ""Introduction"", 0.33504706621170044], [""SP-3080, S-2021"", ""Introduction"", 0.3226781189441681]]","[[""SP-3080, S-2021"", ""Operative"", 0.7201646566390991], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.44525736570358276], [""SP-3080, S-2021"", ""Introduction"", 0.43687447905540466], [""SP-3025, S-2021"", ""Preamble"", 0.383708119392395], [""SP-3114, S-2022"", ""Operative"", 0.35104766488075256], [""SP-3029, S-2021"", ""Operative"", 0.3235777020454407]]"
How does this ordinance seek to protect the employment rights of solo parents in the workplace?,Paano sinusubukan ng ordinansang ito na protektahan ang mga karapatan ng mga solong magulang sa kanilang trabaho?,"The ordinance protects the employment rights of solo parents by prohibiting employers from discriminating against solo parent employees regarding the terms and conditions of employment based on their status. It allows for flexible working schedules and promotes telecommuting options, ensuring these adjustments do not affect the individual's or the company's productivity. Employers can request exemptions due to meritorious reasons from the Department of Labor and Employment.","SP-3299, S-2024",Operative,"[[""SP-3299, S-2024"", ""Operative"", 1.0], [""SP-3299, S-2024"", ""Operative"", 0.823284387588501], [""SP-3299, S-2024"", ""Preamble"", 0.7489108443260193], [""SP-3299, S-2024"", ""Operative"", 0.5772712230682373], [""SP-3299, S-2024"", ""Introduction"", 0.46162787079811096]]","[[""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3299, S-2024"", ""Operative"", 0.5], [""SP-8990, S-2022"", ""Introduction"", 0.4486500322818756], [""SP-3299, S-2024"", ""Preamble"", 0.43335163593292236], [""SP-3165 S-2022"", ""Introduction"", 0.43140366673469543], [""SP-3163, S-2022"", ""Preamble"", 0.33887168765068054]]","[[""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3299, S-2024"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4270802438259125], [""SP-3299, S-2024"", ""Operative"", 0.38294193148612976], [""SP-3299, S-2024"", ""Introduction"", 0.3618420958518982], [""SP-3114, S-2022"", ""Operative"", 0.3512084186077118], [""SP-3299, S-2024"", ""Operative"", 0.34609049558639526]]"
What criteria must a resident of Quezon City meet to qualify for the Betty Go-Belmonte Research Grants Program?,Ano ang mga pamantayan na dapat matugunan ng isang residente ng Lungsod Quezon upang maging kwalipikado sa Betty Go-Belmonte Research Grants Program?,"To qualify for the Betty Go-Belmonte Research Grants Program, an applicant must be a Filipino citizen and resident of Quezon City, have an approved research, thesis, or dissertation proposal from their higher education institution, demonstrate leadership and exceptional performance, show enthusiasm for undergoing further training, and undertake research beneficial to the City.","SP-3174, S-2023",Operative,"[[""SP-3174, S-2023"", ""Operative"", 0.9639081954956055], [""SP-3174, S-2023"", ""Introduction"", 0.6940797567367554], [""SP-3129, S-2022"", ""Preamble"", 0.21994097530841827], [""SP-3174, S-2023"", ""Preamble"", 0.20504449307918549], [""SP-3108, S-2022"", ""Operative"", 0.20316991209983826]]","[[""SP-3174, S-2023"", ""Introduction"", 0.694045901298523], [""SP-3174, S-2023"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.3795503079891205], [""SP-2445, S-2015"", ""Preamble"", 0.3762247562408447], [""SP-3174, S-2023"", ""Preamble"", 0.35931217670440674], [""SP-0944, S-2000"", ""Operative"", 0.30390870571136475], [""SP-2069, S-2011"", ""Uncategorized"", 0.2937931418418884]]","[[""SP-3174, S-2023"", ""Operative"", 1.0], [""SP-3174, S-2023"", ""Introduction"", 0.5881989002227783], [""SP-3174, S-2023"", ""Preamble"", 0.40421348810195923], [""SP-3165 S-2022"", ""Introduction"", 0.3876057267189026], [""SP-8962, S-2022"", ""Operative"", 0.30824795365333557]]"
What are the potential benefits for Quezon City residents of having a Unified Quezon City Identification Card?,Ano ang mga potensyal na benepisyo para sa mga residente ng Quezon City sa pagkakaroon ng Unified Quezon City Identification Card?,"The Unified Quezon City Identification Card provides several benefits to residents, such as serving as valid proof of identity, simplifying transactions with private and public institutions, and enabling easier access to city services. It also helps the city maintain a complete and accurate database of constituents, facilitating more efficient delivery of social services and emergency relief operations. Additionally, cardholders can enjoy services such as free city bus transportation and participate in various social service programs.","SP-3041, S-2021",Preamble,"[[""SP-3041, S-2021"", ""Preamble"", 0.9222870469093323], [""SP-3041, S-2021"", ""Operative"", 0.8441750407218933], [""SP-3041, S-2021"", ""Introduction"", 0.3746497333049774], [""SP-3299, S-2024"", ""Operative"", 0.2566601634025574]]","[[""SP-3041, S-2021"", ""Preamble"", 0.9217243194580078], [""SP-3041, S-2021"", ""Operative"", 0.5], [""SP-3041, S-2021"", ""Introduction"", 0.49326014518737793], [""SP-3165 S-2022"", ""Introduction"", 0.4665060341358185], [""SP-0944, S-2000"", ""Operative"", 0.3779987692832947], [""SP-2069, S-2011"", ""Uncategorized"", 0.3644975423812866]]","[[""SP-3041, S-2021"", ""Preamble"", 0.9550911784172058], [""SP-3041, S-2021"", ""Operative"", 0.8989647626876831], [""SP-3041, S-2021"", ""Introduction"", 0.5647842288017273], [""SP-3011, S-2021"", ""Operative"", 0.5]]"
What will happen to the assets and personnel of the Holy Spirit National High School-Annex after it becomes an independent high school?,Ano ang mangyayari sa mga ari-arian at tauhan ng Holy Spirit National High School-Annex kapag ito ay naging isang independiyenteng mataas na paaralan?,"All assets, real and personal, personnel, and records of the Holy Spirit National High School-Annex will be transferred to the separate and independent high school upon the effectivity of the Ordinance. All plantilla positions will be retained, ensuring the rights and security of tenure of teachers and personnel under existing laws and regulations.","SP-3035, S-2021",Operative,"[[""SP-3035, S-2021"", ""Operative"", 0.9676374197006226], [""SP-3035, S-2021"", ""Preamble"", 0.9274904727935791], [""SP-3072, S-2021"", ""Operative"", 0.68471360206604], [""SP-3035, S-2021"", ""Introduction"", 0.6578514575958252], [""SP-3072, S-2021"", ""Preamble"", 0.6564210653305054], [""SP-3072, S-2021"", ""Introduction"", 0.5253341197967529], [""SP-2834, S-2019"", ""Operative"", 0.2594277262687683]]","[[""SP-3035, S-2021"", ""Introduction"", 0.7222323417663574], [""SP-3035, S-2021"", ""Operative"", 0.6381750106811523], [""SP-3035, S-2021"", ""Preamble"", 0.6247748136520386], [""SP-3072, S-2021"", ""Preamble"", 0.47727733850479126], [""SP-3165 S-2022"", ""Introduction"", 0.4725821614265442], [""SP-3166 S-2022"", ""Preamble"", 0.4201187193393707], [""SP-3072, S-2021"", ""Introduction"", 0.4199586510658264]]","[[""SP-3035, S-2021"", ""Preamble"", 1.0], [""SP-3035, S-2021"", ""Operative"", 0.7916507720947266], [""SP-3035, S-2021"", ""Introduction"", 0.7073255777359009], [""SP-3072, S-2021"", ""Operative"", 0.6796811819076538], [""SP-3072, S-2021"", ""Preamble"", 0.6485815644264221], [""SP-3072, S-2021"", ""Introduction"", 0.6441348195075989], [""SP-7903, S-2019"", ""Operative"", 0.23287665843963623]]"
What is the significance of Quezon City University's Institutional Recognition in relation to its ability to operate and access resources?,Ano ang kahalagahan ng Institutional Recognition ng Quezon City University kaugnay ng kakayahan nitong mag-operate at maka-access ng mga pinagkukunan?,"The Institutional Recognition is a requirement for all Local Universities and Colleges, like Quezon City University, to comply in order to operate as a university and avail of programs and resources offered by the Commission on Higher Education. This recognition is crucial for the university's functioning and ability to leverage available educational support and resources.","SP-2997, S-2021",Operative,"[[""SP-2997, S-2021"", ""Operative"", 0.9692170023918152], [""SP-2997, S-2021"", ""Preamble"", 0.7696203589439392], [""SP-3174, S-2023"", ""Operative"", 0.48955807089805603], [""SP-3129, S-2022"", ""Preamble"", 0.403973788022995], [""SP-3119, S-2022"", ""Preamble"", 0.3347913324832916], [""SP-2917, S-2020"", ""Operative"", 0.31674420833587646]]","[[""SP-2997, S-2021"", ""Preamble"", 0.8904097080230713], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2997, S-2021"", ""Operative"", 0.46930986642837524], [""SP-3107, S-2022"", ""Preamble"", 0.459298312664032], [""SP-2997, S-2021"", ""Introduction"", 0.3893190920352936], [""SP-0944, S-2000"", ""Operative"", 0.3888131082057953]]","[[""SP-2997, S-2021"", ""Preamble"", 0.6803715825080872], [""SP-2997, S-2021"", ""Operative"", 0.6171805262565613], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3099, S-2022"", ""Operative"", 0.46584275364875793], [""SP-0944, S-2000"", ""Operative"", 0.43720540404319763]]"
What is the significance of amending the resolution to authorize the new City Mayor to acquire the land for the housing project?,Ano ang kahalagahan ng pag-amyenda ng resolusyon para bigyang kapangyarihan ang bagong Punong Lungsod na makuha ang lupa para sa proyekto ng pabahay?,"The amendment of the resolution is significant because it transfers the authority to negotiate and acquire the land for the socialized housing project from the former City Mayor to the current City Mayor. This change is necessary to ensure that the acquisition process can continue under the leadership of the new mayor and the intended beneficiaries, the informal settler families, can eventually benefit from the project.","SP-8135, S-2020",Operative,"[[""SP-8135, S-2020"", ""Introduction"", 0.9346565008163452], [""SP-8135, S-2020"", ""Preamble"", 0.8831081986427307], [""SP-8135, S-2020"", ""Operative"", 0.8693152666091919], [""SP-9073, S-2022"", ""Operative"", 0.5764073133468628], [""SP-9072, S-2022"", ""Operative"", 0.5763705968856812], [""SP-9070, S-2022"", ""Operative"", 0.5739905834197998], [""SP-9074, S-2022"", ""Operative"", 0.5725724697113037]]","[[""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-8135, S-2020"", ""Preamble"", 0.5], [""SP-8135, S-2020"", ""Introduction"", 0.43491196632385254], [""SP-8135, S-2020"", ""Operative"", 0.41004055738449097], [""SP-8990, S-2022"", ""Introduction"", 0.37746381759643555], [""SP-9074, S-2022"", ""Operative"", 0.35132622718811035], [""SP-9070, S-2022"", ""Operative"", 0.3083438575267792]]","[[""SP-8971, S-2022"", ""Preamble"", 0.5], [""SP-9074, S-2022"", ""Introduction"", 0.5], [""SP-9044, S-2022"", ""Introduction"", 0.45351457595825195], [""SP-9069, S-2022"", ""Introduction"", 0.3893583118915558], [""SP-8135, S-2020"", ""Introduction"", 0.33698028326034546], [""SP-3114, S-2022"", ""Operative"", 0.3215402066707611], [""SP-3099, S-2022"", ""Operative"", 0.30830520391464233]]"
