Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved,snowflake_documents_retrieved,multilingual_documents_retrieved
What are the requirements for a centenarian resident of Quezon City to receive recognition and rewards from the city government?,Ano ang mga kinakailangang kondisyon para sa isang centenarian na residente ng Lungsod Quezon na makatanggap ng pagkilala at gantimpala mula sa pamahalaang lungsod?,"To receive recognition and rewards, centenarian residents of Quezon City must register at the Office of the Senior Citizens Affairs (OSCA) for proper identification and documentation, prove they are bona fide residents of Quezon City, and present proper and authentic documents. Upon meeting these conditions, the city government will grant each centenarian a cash incentive of Ten Thousand Pesos (P10,000.00).","SP-1986, S-2009",Operative,"[[""SP-1986, S-2009"", ""Operative"", 0.9721453785896301], [""SP-2370, S-2014"", ""Preamble"", 0.8612399101257324], [""SP-2370, S-2014"", ""Introduction"", 0.7362737655639648], [""SP-2370, S-2014"", ""Operative"", 0.5125362873077393], [""SP-3041, S-2021"", ""Operative"", 0.4694616198539734], [""SP-3299, S-2024"", ""Operative"", 0.33793845772743225], [""SP-2544, S-2016"", ""Operative"", 0.3228382468223572]]","[[""SP-2370, S-2014"", ""Preamble"", 0.8285657167434692], [""SP-2370, S-2014"", ""Introduction"", 0.8089423179626465], [""SP-3041, S-2021"", ""Preamble"", 0.5218701362609863], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-1986, S-2009"", ""Preamble"", 0.4974726438522339], [""SP-3025, S-2021"", ""Preamble"", 0.48529332876205444], [""SP-1986, S-2009"", ""Operative"", 0.47217103838920593]]","[[""SP-2370, S-2014"", ""Preamble"", 0.9320480227470398], [""SP-1986, S-2009"", ""Operative"", 0.8428372144699097], [""SP-2370, S-2014"", ""Operative"", 0.7598734498023987], [""SP-2370, S-2014"", ""Introduction"", 0.7354119420051575], [""SP-3165 S-2022"", ""Introduction"", 0.4900001883506775], [""SP-3299, S-2024"", ""Operative"", 0.4520924389362335], [""SP-0944, S-2000"", ""Operative"", 0.3962043225765228]]"
What is the importance of establishing geriatric wards in hospitals as mentioned in the resolution?,Ano ang kahalagahan ng pagtatayo ng mga geriatrikong ward sa mga ospital gaya ng binanggit sa resolusyon?,"The resolution highlights the importance of establishing geriatric wards to provide specialized healthcare tailored to the needs of senior citizens due to their higher prevalence and incidence of diseases, and their requirement for long-term and constant care. Geriatric wards are intended to accommodate the unique health conditions and limitations of the elderly population, ensuring they receive appropriate medical attention without the necessity to navigate the general healthcare system, which may not be adequately equipped to handle the complex and chronic health issues of older individuals.","Sp-9056, S-2022",Operative,"[[""Sp-9056, S-2022"", ""Operative"", 1.0], [""Sp-9056, S-2022"", ""Introduction"", 0.6937737464904785], [""Sp-9056, S-2022"", ""Preamble"", 0.6070462465286255], [""SP-2598, S-2017"", ""Preamble"", 0.4086817502975464], [""Sp-9056, S-2022"", ""Preamble"", 0.38163381814956665], [""SP-2598, S-2017"", ""Operative"", 0.301632821559906], [""SP-2541, S-2016"", ""Preamble"", 0.29575929045677185]]","[[""Sp-9056, S-2022"", ""Operative"", 0.81085604429245], [""Sp-9056, S-2022"", ""Introduction"", 0.5426411628723145], [""SP-2445, S-2015"", ""Preamble"", 0.5], [""SP-3166 S-2022"", ""Preamble"", 0.4355747103691101], [""Sp-9056, S-2022"", ""Preamble"", 0.38415107131004333], [""SP-2598, S-2017"", ""Preamble"", 0.3526937961578369], [""SP-1986, S-2009"", ""Introduction"", 0.31860068440437317]]","[[""Sp-9056, S-2022"", ""Operative"", 1.0], [""Sp-9056, S-2022"", ""Introduction"", 0.6232807636260986], [""Sp-9056, S-2022"", ""Preamble"", 0.46670711040496826], [""SP-2598, S-2017"", ""Preamble"", 0.3190860450267792], [""SP-2834, S-2019"", ""Operative"", 0.24861814081668854], [""SP-3165 S-2022"", ""Introduction"", 0.2310011088848114], [""SP-8121, S-2020"", ""Signature"", 0.19847775995731354]]"
What happens if the Farmers Market does not fulfill the conditions of their market franchise?,Ano ang mangyayari kung hindi matupad ng Farmers Market ang mga kondisyon ng kanilang market franchise?,"If the Farmers Market does not fulfill the conditions of their market franchise or continues to violate the Revised Quezon City Market Code, the Quezon City Revenue Code, and other applicable laws, rules, and regulations, the franchise granted can be revoked or withdrawn by the City Government after due process is observed.","SP-9050, S-2022",Preamble,"[[""SP-9050, S-2022"", ""Operative"", 1.0], [""SP-9050, S-2022"", ""Preamble"", 0.8508655428886414], [""SP-3116, S-2022"", ""Operative"", 0.5575121641159058], [""SP-9050, S-2022"", ""Introduction"", 0.4881577491760254], [""SP-0944, S-2000"", ""Preamble"", 0.36952143907546997], [""SP-0983, S-2000"", ""Introduction"", 0.3649124503135681]]","[[""SP-9050, S-2022"", ""Preamble"", 0.5929734706878662], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-9050, S-2022"", ""Operative"", 0.5], [""SP-3116, S-2022"", ""Preamble"", 0.46745651960372925], [""SP-3165 S-2022"", ""Introduction"", 0.4293357729911804], [""SP-2445, S-2015"", ""Preamble"", 0.42495042085647583], [""SP-9050, S-2022"", ""Introduction"", 0.35433730483055115]]","[[""SP-9050, S-2022"", ""Operative"", 0.8656069040298462], [""SP-9050, S-2022"", ""Preamble"", 0.8386168479919434], [""SP-3161, S-2022"", ""Operative"", 0.5], [""SP-3018, S-2021"", ""Uncategorized"", 0.4524557590484619], [""SP-3184, S-2023"", ""Operative"", 0.4399888813495636], [""SP-3165 S-2022"", ""Introduction"", 0.4395747780799866], [""SP-2522, S-2016"", ""Operative"", 0.43872934579849243]]"
"What are the potential implications for local governance when NGOs, POs, and CSOs become accredited partners with a local government unit?","Ano ang mga posibleng implikasyon para sa lokal na pamahalaan kapag ang mga NGO, PO, at CSO ay naging akreditadong kasosyo ng isang yunit ng lokal na pamahalaan?","When NGOs, POs, and CSOs become accredited partners with a local government unit, it allows these organizations to be directly involved in local governance processes. This accreditation means they can participate in local decision-making, contribute to the planning and implementation of local projects and programs, and become members of local special bodies (LSBs). Such involvement can enhance the effectiveness and responsiveness of local governance, as it integrates community-driven perspectives and resources into public administration.",SP-3372-S-2024,Preamble,"[[""SP-3372-S-2024"", ""Preamble"", 0.9707525968551636], [""SP-3372-S-2024"", ""Operative"", 0.7522919178009033], [""SP-3137, S-2022"", ""Preamble"", 0.6472576260566711], [""SP-3137, S-2022"", ""Operative"", 0.5679007768630981], [""SP-3118, S-2022"", ""Uncategorized"", 0.18564985692501068], [""SP-3119, S-2022"", ""Preamble"", 0.15238089859485626], [""SP-3157, S-2022"", ""Preamble"", 0.14767612516880035]]","[[""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3372-S-2024"", ""Preamble"", 0.5], [""SP-2445, S-2015"", ""Preamble"", 0.43544918298721313], [""SP-3165 S-2022"", ""Introduction"", 0.3621094524860382], [""SP-0944, S-2000"", ""Operative"", 0.29739975929260254], [""SP-2503, S-2016"", ""Preamble"", 0.29105493426322937], [""SP-8990, S-2022"", ""Introduction"", 0.2907819151878357]]","[[""SP-3137, S-2022"", ""Preamble"", 0.7168043851852417], [""SP-2618, S-2017"", ""Preamble"", 0.5147473812103271], [""SP-3010, S-2021"", ""Preamble"", 0.30147233605384827], [""SP-0944, S-2000"", ""Operative"", 0.2761850953102112], [""SP-3157, S-2022"", ""Preamble"", 0.2545907497406006], [""SP-3166 S-2022"", ""Preamble"", 0.24651090800762177]]"
What authority does the City Mayor have in relation to the ordinance protecting children against COVID-19 in Quezon City under the Alert Level 1 status?,Anong kapangyarihan ang mayroon ang City Mayor kaugnay ng ordinansa sa proteksyon ng mga bata laban sa COVID-19 sa Quezon City sa ilalim ng Alert Level 1 status?,"The City Mayor has the authority to restore the enforcement of the ordinance regarding the protection of children against COVID-19 by issuing a Memorandum, if necessary, according to the further guidelines or policies from relevant national government agencies or for health-related exigencies.","SP-3102, S-2022",Operative,"[[""SP-3102, S-2022"", ""Preamble"", 0.9755206108093262], [""SP-3102, S-2022"", ""Introduction"", 0.7253162860870361], [""SP-3076, S-2021"", ""Preamble"", 0.5973724126815796], [""SP-3061, S-2021"", ""Operative"", 0.5915693044662476], [""SP-3061, S-2021"", ""Introduction"", 0.4988647401332855], [""SP-3078, S-2021"", ""Preamble"", 0.4972607493400574], [""SP-9049, S-2022"", ""Preamble"", 0.47849240899086]]","[[""SP-3102, S-2022"", ""Preamble"", 0.8544414043426514], [""SP-9049, S-2022"", ""Preamble"", 0.6447463035583496], [""SP-3102, S-2022"", ""Introduction"", 0.594894528388977], [""SP-3076, S-2021"", ""Preamble"", 0.5670985579490662], [""SP-3025, S-2021"", ""Preamble"", 0.5534598231315613], [""SP-3078, S-2021"", ""Preamble"", 0.4841647744178772]]","[[""SP-3102, S-2022"", ""Preamble"", 1.0], [""SP-3102, S-2022"", ""Introduction"", 0.6369975805282593], [""SP-3061, S-2021"", ""Operative"", 0.49411219358444214], [""SP-3078, S-2021"", ""Preamble"", 0.47430938482284546], [""SP-3102, S-2022"", ""Operative"", 0.39612478017807007], [""SP-3103, S-2022"", ""Preamble"", 0.38724300265312195], [""SP-3076, S-2021"", ""Preamble"", 0.38643088936805725]]"
What is the purpose of creating a committee to deliver the resolution and fetch the City Mayor for the 44th Regular Session?,Ano ang layunin ng paglikha ng komite upang ihatid ang resolusyon at sunduin ang Punong Lungsod para sa Ika-44 Regular na Sisyon?,"The purpose of creating a committee is to ensure that the resolution informing the City Mayor of the 44th Regular Session is personally delivered to her, and to escort her to the Carlos Albert Session Hall for her 2nd State of the City Address, ensuring her participation in this important event.","SP-8306, S-2020",Operative,"[[""SP-8306, S-2020"", ""Operative"", 0.8448328375816345], [""SP-8306, S-2020"", ""Introduction"", 0.8349205255508423], [""SP-8306, S-2020"", ""Preamble"", 0.3986755609512329], [""SP-9010, S-2022"", ""Operative"", 0.24461966753005981], [""SP-9011, S-2022"", ""Operative"", 0.14489147067070007], [""SP-8135, S-2020"", ""Operative"", 0.13886362314224243], [""SP-3044, S-2021"", ""Operative"", 0.11518613249063492]]","[[""SP-8306, S-2020"", ""Introduction"", 0.5405380725860596], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-8306, S-2020"", ""Operative"", 0.5], [""SP-8990, S-2022"", ""Introduction"", 0.4551672339439392], [""SP-0944, S-2000"", ""Operative"", 0.3124922215938568], [""SP-3018, S-2021"", ""Uncategorized"", 0.2828715145587921], [""SP-3163, S-2022"", ""Preamble"", 0.28021106123924255]]","[[""SP-8306, S-2020"", ""Operative"", 1.0], [""SP-8306, S-2020"", ""Introduction"", 0.8205373883247375], [""SP-9008, S-2022"", ""Signature"", 0.4700056314468384], [""SP-9004, S-2022"", ""Signature"", 0.45492658019065857], [""SP-8993, S-2022"", ""Signature"", 0.4494112432003021], [""SP-9006, S-2022"", ""Signature"", 0.4404107630252838], [""SP-9011, S-2022"", ""Signature"", 0.4389229714870453]]"
"What is the significance of declaring a ""Hygiene and Sanitation Week"" in Quezon City every 3rd week of March?","Ano ang kahalagahan ng pagdedeklara ng ""Hygiene and Sanitation Week"" sa Quezon City tuwing ikatlong linggo ng Marso?","Declaring a ""Hygiene and Sanitation Week"" in Quezon City every 3rd week of March aims to promote awareness about best health and hygiene practices, proper waste disposal, and regular disinfection operations. This initiative is intended to combat poverty and prevent disease outbreaks, such as COVID-19, by encouraging active participation among the city's inhabitants.","SP-3011, S-2021",Operative,"[[""SP-3011, S-2021"", ""Operative"", 0.9481299519538879], [""SP-3011, S-2021"", ""Introduction"", 0.8753424286842346], [""SP-3011, S-2021"", ""Preamble"", 0.6841042041778564], [""SP-3013, S-2021"", ""Preamble"", 0.2573637366294861], [""SP-8565, S-2021"", ""Introduction"", 0.22249987721443176], [""SP-3166 S-2022"", ""Introduction"", 0.19935624301433563], [""SP-2834, S-2019"", ""Operative"", 0.1852416843175888]]","[[""SP-3011, S-2021"", ""Preamble"", 0.918594479560852], [""SP-3011, S-2021"", ""Introduction"", 0.8754019737243652], [""SP-3011, S-2021"", ""Operative"", 0.7038325071334839], [""SP-3165 S-2022"", ""Introduction"", 0.5585014820098877], [""SP-2503, S-2016"", ""Preamble"", 0.37642547488212585], [""SP-3025, S-2021"", ""Preamble"", 0.3567880094051361], [""SP-2503, S-2016"", ""Introduction"", 0.34055712819099426]]","[[""SP-3011, S-2021"", ""Operative"", 0.9088575839996338], [""SP-3011, S-2021"", ""Introduction"", 0.8700858950614929], [""SP-3011, S-2021"", ""Preamble"", 0.7710334062576294], [""SP-3165 S-2022"", ""Introduction"", 0.3049022853374481], [""SP-8565, S-2021"", ""Operative"", 0.1992647349834442], [""SP-0944, S-2000"", ""Operative"", 0.18545696139335632], [""SP-8565, S-2021"", ""Introduction"", 0.18203482031822205]]"
What could be the potential impact on vendors and the public with the update of the Market Code in Quezon City?,Ano ang posibleng maging epekto sa mga nagtitinda at sa publiko ng pag-update ng Market Code sa Quezon City?,"The update of the Market Code in Quezon City aims to improve the facilities, management, and operation of public markets and related activities. This could result in enhanced safety, comfort, and convenience for both vendors and the buying public. Making the market more responsive to contemporary demands could also lead to a more accountable and efficient market operation, potentially benefitting all stakeholders involved.","SP-0944, S-2000",Preamble,"[[""SP-3116, S-2022"", ""Operative"", 0.8800191879272461], [""SP-9050, S-2022"", ""Preamble"", 0.7034293413162231], [""SP-0983, S-2000"", ""Introduction"", 0.6895713210105896], [""SP-3116, S-2022"", ""Preamble"", 0.6832878589630127], [""SP-0944, S-2000"", ""Preamble"", 0.6310420632362366], [""SP-0944, S-2000"", ""Introduction"", 0.6081013679504395], [""SP-9050, S-2022"", ""Operative"", 0.5193093419075012]]","[[""SP-3116, S-2022"", ""Preamble"", 0.7326635122299194], [""SP-0944, S-2000"", ""Introduction"", 0.5365181565284729], [""SP-3116, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-1520, S-2005"", ""Introduction"", 0.40893635153770447], [""SP-2445, S-2015"", ""Preamble"", 0.39844459295272827], [""SP-0944, S-2000"", ""Preamble"", 0.37803158164024353]]","[[""SP-3116, S-2022"", ""Operative"", 0.760879397392273], [""SP-3116, S-2022"", ""Preamble"", 0.7247310876846313], [""SP-0944, S-2000"", ""Introduction"", 0.5611405372619629], [""SP-0983, S-2000"", ""Operative"", 0.5442949533462524], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-0944, S-2000"", ""Preamble"", 0.4859082102775574], [""SP-0983, S-2000"", ""Introduction"", 0.4431597590446472]]"
"What are the conditions under which wakes or ""burol"" can be held for non-COVID-19 related deaths according to the amended ordinance?",Ano ang mga kondisyon kung saan maaaring magkaroon ng burol para sa mga pagkamatay na hindi kaugnay ng COVID-19 ayon sa binagong ordinansa?,"For non-COVID-19 related deaths, the family can choose between burial or cremation. After cremation, or in the case of a non-COVID-19 death, the remains can be displayed for a wake or burol for a maximum of three days. The immediate family, defined as parents, children, and spouse, can attend the wake. If the wake is held at home, members of the household may also participate, subject to guidelines set by local authorities.","SP-3080, S-2021",Operative,"[[""SP-3080, S-2021"", ""Operative"", 1.0], [""SP-3080, S-2021"", ""Preamble"", 0.6568375825881958], [""SP-3080, S-2021"", ""Introduction"", 0.6516515612602234], [""SP-3078, S-2021"", ""Preamble"", 0.39445626735687256], [""SP-3026, S-2021"", ""Operative"", 0.3460211157798767], [""SP-3033, S-2021"", ""Preamble"", 0.3425236940383911], [""SP-3068, S-2021"", ""Preamble"", 0.3376878499984741]]","[[""SP-3080, S-2021"", ""Preamble"", 0.7311294078826904], [""SP-3080, S-2021"", ""Introduction"", 0.6586266756057739], [""SP-3080, S-2021"", ""Operative"", 0.5], [""SP-3166 S-2022"", ""Preamble"", 0.446101576089859], [""SP-3165 S-2022"", ""Introduction"", 0.3719635307788849], [""SP-8990, S-2022"", ""Introduction"", 0.3658435642719269], [""SP-3163, S-2022"", ""Preamble"", 0.3639286160469055]]","[[""SP-3080, S-2021"", ""Operative"", 1.0], [""SP-3080, S-2021"", ""Preamble"", 0.5413038730621338], [""SP-3080, S-2021"", ""Introduction"", 0.47473812103271484], [""SP-3165 S-2022"", ""Introduction"", 0.24378253519535065], [""SP-3025, S-2021"", ""Signature"", 0.18122774362564087], [""SP-3078, S-2021"", ""Preamble"", 0.17850732803344727], [""SP-3033, S-2021"", ""Preamble"", 0.16929686069488525]]"
How does this ordinance seek to protect the employment rights of solo parents in the workplace?,Paano sinusubukan ng ordinansang ito na protektahan ang mga karapatan ng mga solong magulang sa kanilang trabaho?,"The ordinance protects the employment rights of solo parents by prohibiting employers from discriminating against solo parent employees regarding the terms and conditions of employment based on their status. It allows for flexible working schedules and promotes telecommuting options, ensuring these adjustments do not affect the individual's or the company's productivity. Employers can request exemptions due to meritorious reasons from the Department of Labor and Employment.","SP-3299, S-2024",Operative,"[[""SP-3299, S-2024"", ""Operative"", 0.9705700874328613], [""SP-3299, S-2024"", ""Operative"", 0.943039059638977], [""SP-3299, S-2024"", ""Preamble"", 0.7524224519729614], [""SP-3299, S-2024"", ""Operative"", 0.6301511526107788]]","[[""SP-3299, S-2024"", ""Preamble"", 0.516553521156311], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3299, S-2024"", ""Operative"", 0.5], [""SP-8990, S-2022"", ""Introduction"", 0.43296578526496887], [""SP-3165 S-2022"", ""Introduction"", 0.40120965242385864]]","[[""SP-3299, S-2024"", ""Operative"", 0.9241622686386108], [""SP-3299, S-2024"", ""Operative"", 0.8517870306968689], [""SP-3299, S-2024"", ""Preamble"", 0.6901832818984985], [""SP-3299, S-2024"", ""Operative"", 0.546259880065918], [""SP-3165 S-2022"", ""Introduction"", 0.5]]"
What criteria must a resident of Quezon City meet to qualify for the Betty Go-Belmonte Research Grants Program?,Ano ang mga pamantayan na dapat matugunan ng isang residente ng Lungsod Quezon upang maging kwalipikado sa Betty Go-Belmonte Research Grants Program?,"To qualify for the Betty Go-Belmonte Research Grants Program, an applicant must be a Filipino citizen and resident of Quezon City, have an approved research, thesis, or dissertation proposal from their higher education institution, demonstrate leadership and exceptional performance, show enthusiasm for undergoing further training, and undertake research beneficial to the City.","SP-3174, S-2023",Operative,"[[""SP-3174, S-2023"", ""Operative"", 0.9469184279441833], [""SP-3174, S-2023"", ""Introduction"", 0.6938634514808655], [""SP-3108, S-2022"", ""Operative"", 0.22009390592575073], [""SP-3174, S-2023"", ""Preamble"", 0.202691450715065], [""SP-3129, S-2022"", ""Preamble"", 0.19318227469921112]]","[[""SP-3174, S-2023"", ""Introduction"", 0.6938232183456421], [""SP-3174, S-2023"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.3902410864830017], [""SP-2445, S-2015"", ""Preamble"", 0.3144325613975525], [""SP-2069, S-2011"", ""Uncategorized"", 0.2946532666683197], [""SP-3174, S-2023"", ""Preamble"", 0.29028618335723877], [""SP-0944, S-2000"", ""Operative"", 0.27754977345466614]]","[[""SP-3174, S-2023"", ""Operative"", 1.0], [""SP-3174, S-2023"", ""Introduction"", 0.5259333848953247], [""SP-3165 S-2022"", ""Introduction"", 0.4769815504550934], [""SP-0944, S-2000"", ""Operative"", 0.32475554943084717], [""SP-3174, S-2023"", ""Preamble"", 0.3195151686668396]]"
What are the potential benefits for Quezon City residents of having a Unified Quezon City Identification Card?,Ano ang mga potensyal na benepisyo para sa mga residente ng Quezon City sa pagkakaroon ng Unified Quezon City Identification Card?,"The Unified Quezon City Identification Card provides several benefits to residents, such as serving as valid proof of identity, simplifying transactions with private and public institutions, and enabling easier access to city services. It also helps the city maintain a complete and accurate database of constituents, facilitating more efficient delivery of social services and emergency relief operations. Additionally, cardholders can enjoy services such as free city bus transportation and participate in various social service programs.","SP-3041, S-2021",Preamble,"[[""SP-3041, S-2021"", ""Preamble"", 0.9349133372306824], [""SP-3041, S-2021"", ""Operative"", 0.8309023380279541], [""SP-3041, S-2021"", ""Introduction"", 0.398496150970459], [""SP-3299, S-2024"", ""Operative"", 0.23870286345481873]]","[[""SP-3041, S-2021"", ""Preamble"", 0.9345008134841919], [""SP-3041, S-2021"", ""Operative"", 0.5], [""SP-3041, S-2021"", ""Introduction"", 0.49336743354797363], [""SP-3165 S-2022"", ""Introduction"", 0.4162454903125763], [""SP-3025, S-2021"", ""Preamble"", 0.34135177731513977], [""SP-2069, S-2011"", ""Uncategorized"", 0.32770517468452454]]","[[""SP-3041, S-2021"", ""Preamble"", 0.921364426612854], [""SP-3041, S-2021"", ""Operative"", 0.8810642957687378], [""SP-3041, S-2021"", ""Introduction"", 0.5160439014434814], [""SP-3165 S-2022"", ""Introduction"", 0.4293305575847626]]"
What will happen to the assets and personnel of the Holy Spirit National High School-Annex after it becomes an independent high school?,Ano ang mangyayari sa mga ari-arian at tauhan ng Holy Spirit National High School-Annex kapag ito ay naging isang independiyenteng mataas na paaralan?,"All assets, real and personal, personnel, and records of the Holy Spirit National High School-Annex will be transferred to the separate and independent high school upon the effectivity of the Ordinance. All plantilla positions will be retained, ensuring the rights and security of tenure of teachers and personnel under existing laws and regulations.","SP-3035, S-2021",Operative,"[[""SP-3035, S-2021"", ""Operative"", 1.0], [""SP-3035, S-2021"", ""Preamble"", 0.9191356897354126], [""SP-3072, S-2021"", ""Operative"", 0.7475152015686035], [""SP-3035, S-2021"", ""Introduction"", 0.6895590424537659], [""SP-3072, S-2021"", ""Preamble"", 0.6625909805297852], [""SP-3072, S-2021"", ""Introduction"", 0.5600487589836121], [""SP-2834, S-2019"", ""Operative"", 0.27560490369796753]]","[[""SP-3035, S-2021"", ""Introduction"", 0.7235538363456726], [""SP-3035, S-2021"", ""Operative"", 0.7068132758140564], [""SP-3035, S-2021"", ""Preamble"", 0.6164734959602356], [""SP-3072, S-2021"", ""Introduction"", 0.47744739055633545], [""SP-3072, S-2021"", ""Preamble"", 0.4751864969730377], [""SP-3072, S-2021"", ""Operative"", 0.46831679344177246], [""SP-0944, S-2000"", ""Operative"", 0.4055294990539551]]","[[""SP-3035, S-2021"", ""Preamble"", 0.941929817199707], [""SP-3035, S-2021"", ""Operative"", 0.8555227518081665], [""SP-3035, S-2021"", ""Introduction"", 0.7184202075004578], [""SP-3072, S-2021"", ""Operative"", 0.632828950881958], [""SP-3072, S-2021"", ""Introduction"", 0.6039448976516724], [""SP-3072, S-2021"", ""Preamble"", 0.598701000213623], [""SP-8990, S-2022"", ""Introduction"", 0.30253535509109497]]"
What is the significance of Quezon City University's Institutional Recognition in relation to its ability to operate and access resources?,Ano ang kahalagahan ng Institutional Recognition ng Quezon City University kaugnay ng kakayahan nitong mag-operate at maka-access ng mga pinagkukunan?,"The Institutional Recognition is a requirement for all Local Universities and Colleges, like Quezon City University, to comply in order to operate as a university and avail of programs and resources offered by the Commission on Higher Education. This recognition is crucial for the university's functioning and ability to leverage available educational support and resources.","SP-2997, S-2021",Operative,"[[""SP-2997, S-2021"", ""Operative"", 1.0], [""SP-2997, S-2021"", ""Preamble"", 0.7888063788414001], [""SP-3174, S-2023"", ""Operative"", 0.4163443148136139], [""SP-3129, S-2022"", ""Preamble"", 0.31077513098716736], [""SP-3119, S-2022"", ""Preamble"", 0.3018038272857666]]","[[""SP-2997, S-2021"", ""Preamble"", 0.817261815071106], [""SP-2997, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3107, S-2022"", ""Preamble"", 0.41684800386428833], [""SP-2997, S-2021"", ""Introduction"", 0.3767988383769989], [""SP-0944, S-2000"", ""Operative"", 0.3641788959503174]]","[[""SP-2997, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2997, S-2021"", ""Preamble"", 0.4910084903240204], [""SP-0944, S-2000"", ""Operative"", 0.3474356234073639], [""SP-3098, S-2022"", ""Preamble"", 0.27350619435310364], [""SP-8990, S-2022"", ""Introduction"", 0.1904745250940323]]"
What is the significance of amending the resolution to authorize the new City Mayor to acquire the land for the housing project?,Ano ang kahalagahan ng pag-amyenda ng resolusyon para bigyang kapangyarihan ang bagong Punong Lungsod na makuha ang lupa para sa proyekto ng pabahay?,"The amendment of the resolution is significant because it transfers the authority to negotiate and acquire the land for the socialized housing project from the former City Mayor to the current City Mayor. This change is necessary to ensure that the acquisition process can continue under the leadership of the new mayor and the intended beneficiaries, the informal settler families, can eventually benefit from the project.","SP-8135, S-2020",Operative,"[[""SP-8135, S-2020"", ""Introduction"", 0.922312319278717], [""SP-8135, S-2020"", ""Preamble"", 0.8658204078674316], [""SP-8135, S-2020"", ""Operative"", 0.8252217769622803], [""SP-9074, S-2022"", ""Operative"", 0.6998820304870605], [""SP-9072, S-2022"", ""Operative"", 0.6844449043273926], [""SP-9070, S-2022"", ""Operative"", 0.6785895228385925], [""SP-9073, S-2022"", ""Operative"", 0.670840322971344]]","[[""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-9074, S-2022"", ""Operative"", 0.5], [""SP-8135, S-2020"", ""Preamble"", 0.4887230098247528], [""SP-9070, S-2022"", ""Operative"", 0.4578233063220978], [""SP-9072, S-2022"", ""Operative"", 0.4504551291465759], [""SP-9073, S-2022"", ""Operative"", 0.44622907042503357], [""SP-9069, S-2022"", ""Operative"", 0.4243178367614746]]","[[""SP-8135, S-2020"", ""Introduction"", 0.5820496082305908], [""SP-9069, S-2022"", ""Introduction"", 0.5596801042556763], [""SP-9074, S-2022"", ""Introduction"", 0.5215726494789124], [""SP-8964, S-2022"", ""Signature"", 0.5], [""SP-9074, S-2022"", ""Operative"", 0.5], [""SP-8989, S-2022"", ""Signature"", 0.4925137758255005], [""SP-8063, S-2019"", ""Operative"", 0.48881450295448303]]"
